WL;B1;B2;B3;B4;B5;B6;B7;B8;B8A;B9;B10;B11;B12
762;0;0;0;0;0;0;0;0;0;0;0;0;0
763;0;0;0;0;0;0;0;0;0;0;0;0;0
764;0;0;0;0;0;0;0;0;0;0;0;0;0
765;0;0;0;0;0;0;0;0;0;0;0;0;0
766;0;0;0;0;0;0;0.0103729;0;0;0;0;0;0
767;0;0;0;0;0;0;0.03754921;0;0;0;0;0;0
768;0;0;0;0;0;0;0.11240409;0;0;0;0;0;0
769;0;0;0;0;0;0;0.25890105;0;0;0;0;0;0
770;0;0;0;0;0;0;0.48035521;0;0;0;0;0;0
771;0;0;0;0;0;0;0.73155954;0;0;0;0;0;0
772;0;0;0;0;0;0;0.91293607;0;0;0;0;0;0
773;0;0;0;0;0;0;0.97124929;0;0;0;0;0;0
774;0;0;0;0;0;0;0.96391197;0.00037316;0;0;0;0;0
775;0;0;0;0;0;0;0.95529249;0.00296451;0;0;0;0;0
776;0;0;0;0;0;0;0.964831;0.01663315;0;0;0;0;0
777;0;0;0;0;0;0;0.98628988;0.02818619;0;0;0;0;0
778;0;0;0;0;0;0;1;0.05000442;0;0;0;0;0
779;0;0;0;0;0;0;0.99782157;0.08575595;0;0;0;0;0
780;0;0;0;0;0;0;0.98343012;0.14871265;0;0;0;0;0
781;0;0;0;0;0;0;0.96489467;0.25701156;0;0;0;0;0
782;0;0;0;0;0;0;0.94619093;0.42307501;0;0;0;0;0
783;0;0;0;0;0;0;0.92560158;0.62943997;0;0;0;0;0
784;0;0;0;0;0;0;0.90788186;0.80112571;0;0;0;0;0
785;0;0;0;0;0;0;0.88471259;0.90352196;0;0;0;0;0
786;0;0;0;0;0;0;0.85693094;0.93855197;0;0;0;0;0
787;0;0;0;0;0;0;0.82513165;0.94406104;0;0;0;0;0
788;0;0;0;0;0;0;0.7734046;0.9474892;0;0;0;0;0
789;0;0;0;0;0;0;0.66767522;0.96325767;0;0;0;0;0
790;0;0;0;0;0;0;0.47756609;0.97948137;0;0;0;0;0
791;0;0;0;0;0;0;0.23225321;0.99144397;0;0;0;0;0
792;0;0;0;0;0;0;0.06764032;0.99630748;0;0;0;0;0
793;0;0;0;0;0;0;0.01301456;1;0;0;0;0;0
794;0;0;0;0;0;0;0.00117425;0.99827121;0;0;0;0;0
795;0;0;0;0;0;0;0;0.99843182;0;0;0;0;0
796;0;0;0;0;0;0;0;0.98914342;0;0;0;0;0
797;0;0;0;0;0;0;0;0.98264167;0;0;0;0;0
798;0;0;0;0;0;0;0;0.96769944;0;0;0;0;0
799;0;0;0;0;0;0;0;0.95752283;0;0;0;0;0
800;0;0;0;0;0;0;0;0.95074919;0;0;0;0;0
801;0;0;0;0;0;0;0;0.9458125;0;0;0;0;0
802;0;0;0;0;0;0;0;0.94267916;0;0;0;0;0
803;0;0;0;0;0;0;0;0.9465958;0;0;0;0;0
804;0;0;0;0;0;0;0;0.94450012;0;0;0;0;0
805;0;0;0;0;0;0;0;0.93992861;0;0;0;0;0
806;0;0;0;0;0;0;0;0.92759688;0;0;0;0;0
807;0;0;0;0;0;0;0;0.91226544;0;0;0;0;0
808;0;0;0;0;0;0;0;0.89079677;0;0;0;0;0
809;0;0;0;0;0;0;0;0.8706102;0;0;0;0;0
810;0;0;0;0;0;0;0;0.85021777;0;0;0;0;0
811;0;0;0;0;0;0;0;0.83416655;0;0;0;0;0
812;0;0;0;0;0;0;0;0.82214927;0;0;0;0;0
813;0;0;0;0;0;0;0;0.8124078;0;0;0;0;0
814;0;0;0;0;0;0;0;0.80920229;0;0;0;0;0
815;0;0;0;0;0;0;0;0.80220847;0;0;0;0;0
816;0;0;0;0;0;0;0;0.79081499;0;0;0;0;0
817;0;0;0;0;0;0;0;0.78239761;0;0;0;0;0
818;0;0;0;0;0;0;0;0.76731527;0;0;0;0;0
819;0;0;0;0;0;0;0;0.75394962;0;0;0;0;0
820;0;0;0;0;0;0;0;0.74226922;0;0;0;0;0
821;0;0;0;0;0;0;0;0.72750987;0;0;0;0;0
822;0;0;0;0;0;0;0;0.71976209;0;0;0;0;0
823;0;0;0;0;0;0;0;0.71456726;0;0;0;0;0
824;0;0;0;0;0;0;0;0.71982866;0;0;0;0;0
825;0;0;0;0;0;0;0;0.72746214;0;0;0;0;0
826;0;0;0;0;0;0;0;0.73945306;0;0;0;0;0
827;0;0;0;0;0;0;0;0.75138424;0;0;0;0;0
828;0;0;0;0;0;0;0;0.76310661;0;0;0;0;0
829;0;0;0;0;0;0;0;0.77122498;0;0;0;0;0
830;0;0;0;0;0;0;0;0.78298312;0;0;0;0;0
831;0;0;0;0;0;0;0;0.78494127;0;0;0;0;0
832;0;0;0;0;0;0;0;0.78409222;0;0;0;0;0
833;0;0;0;0;0;0;0;0.7834498;0;0;0;0;0
834;0;0;0;0;0;0;0;0.78216032;0;0;0;0;0
835;0;0;0;0;0;0;0;0.78062401;0;0;0;0;0
836;0;0;0;0;0;0;0;0.78132572;0;0;0;0;0
837;0;0;0;0;0;0;0;0.7813272;0;0;0;0;0
838;0;0;0;0;0;0;0;0.7810081;0;0;0;0;0
839;0;0;0;0;0;0;0;0.77897938;0;0;0;0;0
840;0;0;0;0;0;0;0;0.7761445;0;0;0;0;0
841;0;0;0;0;0;0;0;0.76910534;0;0;0;0;0
842;0;0;0;0;0;0;0;0.7625494;0;0;0;0;0
843;0;0;0;0;0;0;0;0.75157186;0;0;0;0;0
844;0;0;0;0;0;0;0;0.74086146;0;0;0;0;0
845;0;0;0;0;0;0;0;0.73121299;0;0;0;0;0
846;0;0;0;0;0;0;0;0.71988688;0;0;0;0;0
847;0;0;0;0;0;0;0;0.71025573;0;0;0;0;0
848;0;0;0;0;0;0;0;0.69679744;0.00167523;0;0;0;0
849;0;0;0;0;0;0;0;0.68602501;0.01602231;0;0;0;0
850;0;0;0;0;0;0;0;0.67163906;0.03225867;0;0;0;0
851;0;0;0;0;0;0;0;0.65532408;0.07345268;0;0;0;0
852;0;0;0;0;0;0;0;0.64173681;0.1689243;0;0;0;0
853;0;0;0;0;0;0;0;0.62683353;0.34543042;0;0;0;0
854;0;0;0;0;0;0;0;0.61241074;0.56923369;0;0;0;0
855;0;0;0;0;0;0;0;0.60185411;0.79611745;0;0;0;0
856;0;0;0;0;0;0;0;0.59380689;0.93749188;0;0;0;0
857;0;0;0;0;0;0;0;0.58714687;0.98102805;0;0;0;0
858;0;0;0;0;0;0;0;0.58444579;0.98742384;0;0;0;0
859;0;0;0;0;0;0;0;0.58231388;0.99457226;0;0;0;0
860;0;0;0;0;0;0;0;0.58111599;0.99912415;0;0;0;0
861;0;0;0;0;0;0;0;0.57996902;0.99993652;0;0;0;0
862;0;0;0;0;0;0;0;0.57480451;1;0;0;0;0
863;0;0;0;0;0;0;0;0.57684802;0.99437257;0;0;0;0
864;0;0;0;0;0;0;0;0.57273034;0.98756135;0;0;0;0
865;0;0;0;0;0;0;0;0.57144461;0.98263615;0;0;0;0
866;0;0;0;0;0;0;0;0.56985127;0.9790323;0;0;0;0
867;0;0;0;0;0;0;0;0.57167225;0.97397518;0;0;0;0
868;0;0;0;0;0;0;0;0.57154913;0.97130259;0;0;0;0
869;0;0;0;0;0;0;0;0.57292235;0.9645338;0;0;0;0
870;0;0;0;0;0;0;0;0.57617796;0.95610202;0;0;0;0
871;0;0;0;0;0;0;0;0.5784908;0.93941552;0;0;0;0
872;0;0;0;0;0;0;0;0.58023702;0.89155652;0;0;0;0
873;0;0;0;0;0;0;0;0.57982619;0.77601041;0;0;0;0
874;0;0;0;0;0;0;0;0.57868642;0.5951886;0;0;0;0
875;0;0;0;0;0;0;0;0.57587451;0.37588812;0;0;0;0
876;0;0;0;0;0;0;0;0.56976789;0.18394037;0;0;0;0
877;0;0;0;0;0;0;0;0.56173136;0.07870072;0;0;0;0
878;0;0;0;0;0;0;0;0.55644176;0.0332686;0;0;0;0
879;0;0;0;0;0;0;0;0.54881732;0.01575167;0;0;0;0
880;0;0;0;0;0;0;0;0.54508423;0.00159818;0;0;0;0
881;0;0;0;0;0;0;0;0.54153848;0;0;0;0;0
882;0;0;0;0;0;0;0;0.54069902;0;0;0;0;0
883;0;0;0;0;0;0;0;0.53850959;0;0;0;0;0
884;0;0;0;0;0;0;0;0.53655263;0;0;0;0;0
885;0;0;0;0;0;0;0;0.530404;0;0;0;0;0
886;0;0;0;0;0;0;0;0.52068821;0;0;0;0;0
887;0;0;0;0;0;0;0;0.50399678;0;0;0;0;0
888;0;0;0;0;0;0;0;0.486513;0;0;0;0;0
889;0;0;0;0;0;0;0;0.46813829;0;0;0;0;0
890;0;0;0;0;0;0;0;0.45468861;0;0;0;0;0
891;0;0;0;0;0;0;0;0.44447936;0;0;0;0;0
892;0;0;0;0;0;0;0;0.44177056;0;0;0;0;0
893;0;0;0;0;0;0;0;0.44425396;0;0;0;0;0
894;0;0;0;0;0;0;0;0.44633078;0;0;0;0;0
895;0;0;0;0;0;0;0;0.43914074;0;0;0;0;0
896;0;0;0;0;0;0;0;0.41748156;0;0;0;0;0
897;0;0;0;0;0;0;0;0.3690277;0;0;0;0;0
898;0;0;0;0;0;0;0;0.30165803;0;0;0;0;0
899;0;0;0;0;0;0;0;0.23504284;0;0;0;0;0
900;0;0;0;0;0;0;0;0.17434599;0;0;0;0;0
901;0;0;0;0;0;0;0;0.12247894;0;0;0;0;0
902;0;0;0;0;0;0;0;0.08354059;0;0;0;0;0
903;0;0;0;0;0;0;0;0.05624109;0;0;0;0;0
904;0;0;0;0;0;0;0;0.03804368;0;0;0;0;0
905;0;0;0;0;0;0;0;0.02427229;0;0;0;0;0
906;0;0;0;0;0;0;0;0.01490577;0;0;0;0;0
907;0;0;0;0;0;0;0;0.00615862;0;0;0;0;0
908;0;0;0;0;0;0;0;0;0;0;0;0;0
909;0;0;0;0;0;0;0;0;0;0;0;0;0
910;0;0;0;0;0;0;0;0;0;0;0;0;0
911;0;0;0;0;0;0;0;0;0;0;0;0;0
912;0;0;0;0;0;0;0;0;0;0;0;0;0
913;0;0;0;0;0;0;0;0;0;0;0;0;0
914;0;0;0;0;0;0;0;0;0;0;0;0;0
915;0;0;0;0;0;0;0;0;0;0;0;0;0
916;0;0;0;0;0;0;0;0;0;0;0;0;0
917;0;0;0;0;0;0;0;0;0;0;0;0;0
918;0;0;0;0;0;0;0;0;0;0;0;0;0
919;0;0;0;0;0;0;0;0;0;0;0;0;0
920;0;0;0;0;0;0;0;0;0;0;0;0;0
921;0;0;0;0;0;0;0;0;0;0;0;0;0
922;0;0;0;0;0;0;0;0;0;0;0;0;0
923;0;0;0;0;0;0;0;0;0;0;0;0;0
924;0;0;0;0;0;0;0;0;0;0;0;0;0
925;0;0;0;0;0;0;0;0;0;0;0;0;0
926;0;0;0;0;0;0;0;0;0;0;0;0;0
927;0;0;0;0;0;0;0;0;0;0;0;0;0
928;0;0;0;0;0;0;0;0;0;0;0;0;0
929;0;0;0;0;0;0;0;0;0;0;0;0;0
930;0;0;0;0;0;0;0;0;0;0.0121336;0;0;0
931;0;0;0;0;0;0;0;0;0;0.04608767;0;0;0
932;0;0;0;0;0;0;0;0;0;0.15156613;0;0;0
933;0;0;0;0;0;0;0;0;0;0.35888361;0;0;0
934;0;0;0;0;0;0;0;0;0;0.60704101;0;0;0
935;0;0;0;0;0;0;0;0;0;0.83836043;0;0;0
936;0;0;0;0;0;0;0;0;0;0.93474094;0;0;0
937;0;0;0;0;0;0;0;0;0;0.94270146;0;0;0
938;0;0;0;0;0;0;0;0;0;0.95838078;0;0;0
939;0;0;0;0;0;0;0;0;0;0.99064712;0;0;0
940;0;0;0;0;0;0;0;0;0;0.99789825;0;0;0
941;0;0;0;0;0;0;0;0;0;1;0;0;0
942;0;0;0;0;0;0;0;0;0;0.98593726;0;0;0
943;0;0;0;0;0;0;0;0;0;0.97333604;0;0;0
944;0;0;0;0;0;0;0;0;0;0.95776631;0;0;0
945;0;0;0;0;0;0;0;0;0;0.972226;0;0;0
946;0;0;0;0;0;0;0;0;0;0.94856942;0;0;0
947;0;0;0;0;0;0;0;0;0;0.94367414;0;0;0
948;0;0;0;0;0;0;0;0;0;0.90771555;0;0;0
949;0;0;0;0;0;0;0;0;0;0.88460732;0;0;0
950;0;0;0;0;0;0;0;0;0;0.85258329;0;0;0
951;0;0;0;0;0;0;0;0;0;0.83375172;0;0;0
952;0;0;0;0;0;0;0;0;0;0.71599386;0;0;0
953;0;0;0;0;0;0;0;0;0;0.52202762;0;0;0
954;0;0;0;0;0;0;0;0;0;0.26922852;0;0;0
955;0;0;0;0;0;0;0;0;0;0.09477806;0;0;0
956;0;0;0;0;0;0;0;0;0;0.02640828;0;0;0
957;0;0;0;0;0;0;0;0;0;0.00346547;0;0;0
958;0;0;0;0;0;0;0;0;0;0;0;0;0
959;0;0;0;0;0;0;0;0;0;0;0;0;0
960;0;0;0;0;0;0;0;0;0;0;0;0;0
961;0;0;0;0;0;0;0;0;0;0;0;0;0
962;0;0;0;0;0;0;0;0;0;0;0;0;0
963;0;0;0;0;0;0;0;0;0;0;0;0;0
964;0;0;0;0;0;0;0;0;0;0;0;0;0
965;0;0;0;0;0;0;0;0;0;0;0;0;0
966;0;0;0;0;0;0;0;0;0;0;0;0;0
967;0;0;0;0;0;0;0;0;0;0;0;0;0
968;0;0;0;0;0;0;0;0;0;0;0;0;0
969;0;0;0;0;0;0;0;0;0;0;0;0;0
970;0;0;0;0;0;0;0;0;0;0;0;0;0
971;0;0;0;0;0;0;0;0;0;0;0;0;0
972;0;0;0;0;0;0;0;0;0;0;0;0;0
973;0;0;0;0;0;0;0;0;0;0;0;0;0
974;0;0;0;0;0;0;0;0;0;0;0;0;0
975;0;0;0;0;0;0;0;0;0;0;0;0;0
976;0;0;0;0;0;0;0;0;0;0;0;0;0
977;0;0;0;0;0;0;0;0;0;0;0;0;0
978;0;0;0;0;0;0;0;0;0;0;0;0;0
979;0;0;0;0;0;0;0;0;0;0;0;0;0
980;0;0;0;0;0;0;0;0;0;0;0;0;0
981;0;0;0;0;0;0;0;0;0;0;0;0;0
982;0;0;0;0;0;0;0;0;0;0;0;0;0
983;0;0;0;0;0;0;0;0;0;0;0;0;0
984;0;0;0;0;0;0;0;0;0;0;0;0;0
985;0;0;0;0;0;0;0;0;0;0;0;0;0
986;0;0;0;0;0;0;0;0;0;0;0;0;0
987;0;0;0;0;0;0;0;0;0;0;0;0;0
988;0;0;0;0;0;0;0;0;0;0;0;0;0
989;0;0;0;0;0;0;0;0;0;0;0;0;0
990;0;0;0;0;0;0;0;0;0;0;0;0;0
991;0;0;0;0;0;0;0;0;0;0;0;0;0
992;0;0;0;0;0;0;0;0;0;0;0;0;0
993;0;0;0;0;0;0;0;0;0;0;0;0;0
994;0;0;0;0;0;0;0;0;0;0;0;0;0
995;0;0;0;0;0;0;0;0;0;0;0;0;0
996;0;0;0;0;0;0;0;0;0;0;0;0;0
997;0;0;0;0;0;0;0;0;0;0;0;0;0
998;0;0;0;0;0;0;0;0;0;0;0;0;0
999;0;0;0;0;0;0;0;0;0;0;0;0;0
1000;0;0;0;0;0;0;0;0;0;0;0;0;0
1001;0;0;0;0;0;0;0;0;0;0;0;0;0
1002;0;0;0;0;0;0;0;0;0;0;0;0;0
1003;0;0;0;0;0;0;0;0;0;0;0;0;0
1004;0;0;0;0;0;0;0;0;0;0;0;0;0
1005;0;0;0;0;0;0;0;0;0;0;0;0;0
1006;0;0;0;0;0;0;0;0;0;0;0;0;0
1007;0;0;0;0;0;0;0;0;0;0;0;0;0
1008;0;0;0;0;0;0;0;0;0;0;0;0;0
1009;0;0;0;0;0;0;0;0;0;0;0;0;0
1010;0;0;0;0;0;0;0;0;0;0;0;0;0
1011;0;0;0;0;0;0;0;0;0;0;0;0;0
1012;0;0;0;0;0;0;0;0;0;0;0;0;0
1013;0;0;0;0;0;0;0;0;0;0;0;0;0
1014;0;0;0;0;0;0;0;0;0;0;0;0;0
1015;0;0;0;0;0;0;0;0;0;0;0;0;0
1016;0;0;0;0;0;0;0;0;0;0;0;0;0
1017;0;0;0;0;0;0;0;0;0;0;0;0;0
1018;0;0;0;0;0;0;0;0;0;0;0;0;0
1019;0;0;0;0;0;0;0;0;0;0;0;0;0
1020;0;0;0;0;0;0;0;0;0;0;0;0;0
1021;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;0;0;0;0;0;0;0;0;0;0;0;0;0
1024;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;0;0;0;0;0;0;0;0;0;0;0;0;0
1026;0;0;0;0;0;0;0;0;0;0;0;0;0
1027;0;0;0;0;0;0;0;0;0;0;0;0;0
1028;0;0;0;0;0;0;0;0;0;0;0;0;0
1029;0;0;0;0;0;0;0;0;0;0;0;0;0
1030;0;0;0;0;0;0;0;0;0;0;0;0;0
1031;0;0;0;0;0;0;0;0;0;0;0;0;0
1032;0;0;0;0;0;0;0;0;0;0;0;0;0
1033;0;0;0;0;0;0;0;0;0;0;0;0;0
1034;0;0;0;0;0;0;0;0;0;0;0;0;0
1035;0;0;0;0;0;0;0;0;0;0;0;0;0
1036;0;0;0;0;0;0;0;0;0;0;0;0;0
1037;0;0;0;0;0;0;0;0;0;0;0;0;0
1038;0;0;0;0;0;0;0;0;0;0;0;0;0
1039;0;0;0;0;0;0;0;0;0;0;0;0;0
1040;0;0;0;0;0;0;0;0;0;0;0;0;0
1041;0;0;0;0;0;0;0;0;0;0;0;0;0
1042;0;0;0;0;0;0;0;0;0;0;0;0;0
1043;0;0;0;0;0;0;0;0;0;0;0;0;0
1044;0;0;0;0;0;0;0;0;0;0;0;0;0
1045;0;0;0;0;0;0;0;0;0;0;0;0;0
1046;0;0;0;0;0;0;0;0;0;0;0;0;0
1047;0;0;0;0;0;0;0;0;0;0;0;0;0
1048;0;0;0;0;0;0;0;0;0;0;0;0;0
1049;0;0;0;0;0;0;0;0;0;0;0;0;0
1050;0;0;0;0;0;0;0;0;0;0;0;0;0
1051;0;0;0;0;0;0;0;0;0;0;0;0;0
1052;0;0;0;0;0;0;0;0;0;0;0;0;0
1053;0;0;0;0;0;0;0;0;0;0;0;0;0
1054;0;0;0;0;0;0;0;0;0;0;0;0;0
1055;0;0;0;0;0;0;0;0;0;0;0;0;0
1056;0;0;0;0;0;0;0;0;0;0;0;0;0
1057;0;0;0;0;0;0;0;0;0;0;0;0;0
1058;0;0;0;0;0;0;0;0;0;0;0;0;0
1059;0;0;0;0;0;0;0;0;0;0;0;0;0
1060;0;0;0;0;0;0;0;0;0;0;0;0;0
1061;0;0;0;0;0;0;0;0;0;0;0;0;0
1062;0;0;0;0;0;0;0;0;0;0;0;0;0
1063;0;0;0;0;0;0;0;0;0;0;0;0;0
1064;0;0;0;0;0;0;0;0;0;0;0;0;0
1065;0;0;0;0;0;0;0;0;0;0;0;0;0
1066;0;0;0;0;0;0;0;0;0;0;0;0;0
1067;0;0;0;0;0;0;0;0;0;0;0;0;0
1068;0;0;0;0;0;0;0;0;0;0;0;0;0
1069;0;0;0;0;0;0;0;0;0;0;0;0;0
1070;0;0;0;0;0;0;0;0;0;0;0;0;0
1071;0;0;0;0;0;0;0;0;0;0;0;0;0
1072;0;0;0;0;0;0;0;0;0;0;0;0;0
1073;0;0;0;0;0;0;0;0;0;0;0;0;0
1074;0;0;0;0;0;0;0;0;0;0;0;0;0
1075;0;0;0;0;0;0;0;0;0;0;0;0;0
1076;0;0;0;0;0;0;0;0;0;0;0;0;0
1077;0;0;0;0;0;0;0;0;0;0;0;0;0
1078;0;0;0;0;0;0;0;0;0;0;0;0;0
1079;0;0;0;0;0;0;0;0;0;0;0;0;0
1080;0;0;0;0;0;0;0;0;0;0;0;0;0
1081;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;0;0;0;0;0;0;0;0;0;0;0;0;0
1083;0;0;0;0;0;0;0;0;0;0;0;0;0
1084;0;0;0;0;0;0;0;0;0;0;0;0;0
1085;0;0;0;0;0;0;0;0;0;0;0;0;0
1086;0;0;0;0;0;0;0;0;0;0;0;0;0
1087;0;0;0;0;0;0;0;0;0;0;0;0;0
1088;0;0;0;0;0;0;0;0;0;0;0;0;0
1089;0;0;0;0;0;0;0;0;0;0;0;0;0
1090;0;0;0;0;0;0;0;0;0;0;0;0;0
1091;0;0;0;0;0;0;0;0;0;0;0;0;0
1092;0;0;0;0;0;0;0;0;0;0;0;0;0
1093;0;0;0;0;0;0;0;0;0;0;0;0;0
1094;0;0;0;0;0;0;0;0;0;0;0;0;0
1095;0;0;0;0;0;0;0;0;0;0;0;0;0
1096;0;0;0;0;0;0;0;0;0;0;0;0;0
1097;0;0;0;0;0;0;0;0;0;0;0;0;0
1098;0;0;0;0;0;0;0;0;0;0;0;0;0
1099;0;0;0;0;0;0;0;0;0;0;0;0;0
1100;0;0;0;0;0;0;0;0;0;0;0;0;0
1101;0;0;0;0;0;0;0;0;0;0;0;0;0
1102;0;0;0;0;0;0;0;0;0;0;0;0;0
1103;0;0;0;0;0;0;0;0;0;0;0;0;0
1104;0;0;0;0;0;0;0;0;0;0;0;0;0
1105;0;0;0;0;0;0;0;0;0;0;0;0;0
1106;0;0;0;0;0;0;0;0;0;0;0;0;0
1107;0;0;0;0;0;0;0;0;0;0;0;0;0
1108;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;0;0;0;0;0;0;0;0;0;0;0;0;0
1110;0;0;0;0;0;0;0;0;0;0;0;0;0
1111;0;0;0;0;0;0;0;0;0;0;0;0;0
1112;0;0;0;0;0;0;0;0;0;0;0;0;0
1113;0;0;0;0;0;0;0;0;0;0;0;0;0
1114;0;0;0;0;0;0;0;0;0;0;0;0;0
1115;0;0;0;0;0;0;0;0;0;0;0;0;0
1116;0;0;0;0;0;0;0;0;0;0;0;0;0
1117;0;0;0;0;0;0;0;0;0;0;0;0;0
1118;0;0;0;0;0;0;0;0;0;0;0;0;0
1119;0;0;0;0;0;0;0;0;0;0;0;0;0
1120;0;0;0;0;0;0;0;0;0;0;0;0;0
1121;0;0;0;0;0;0;0;0;0;0;0;0;0
1122;0;0;0;0;0;0;0;0;0;0;0;0;0
1123;0;0;0;0;0;0;0;0;0;0;0;0;0
1124;0;0;0;0;0;0;0;0;0;0;0;0;0
1125;0;0;0;0;0;0;0;0;0;0;0;0;0
1126;0;0;0;0;0;0;0;0;0;0;0;0;0
1127;0;0;0;0;0;0;0;0;0;0;0;0;0
1128;0;0;0;0;0;0;0;0;0;0;0;0;0
1129;0;0;0;0;0;0;0;0;0;0;0;0;0
1130;0;0;0;0;0;0;0;0;0;0;0;0;0
1131;0;0;0;0;0;0;0;0;0;0;0;0;0
1132;0;0;0;0;0;0;0;0;0;0;0;0;0
1133;0;0;0;0;0;0;0;0;0;0;0;0;0
1134;0;0;0;0;0;0;0;0;0;0;0;0;0
1135;0;0;0;0;0;0;0;0;0;0;0;0;0
1136;0;0;0;0;0;0;0;0;0;0;0;0;0
1137;0;0;0;0;0;0;0;0;0;0;0;0;0
1138;0;0;0;0;0;0;0;0;0;0;0;0;0
1139;0;0;0;0;0;0;0;0;0;0;0;0;0
1140;0;0;0;0;0;0;0;0;0;0;0;0;0
1141;0;0;0;0;0;0;0;0;0;0;0;0;0
1142;0;0;0;0;0;0;0;0;0;0;0;0;0
1143;0;0;0;0;0;0;0;0;0;0;0;0;0
1144;0;0;0;0;0;0;0;0;0;0;0;0;0
1145;0;0;0;0;0;0;0;0;0;0;0;0;0
1146;0;0;0;0;0;0;0;0;0;0;0;0;0
1147;0;0;0;0;0;0;0;0;0;0;0;0;0
1148;0;0;0;0;0;0;0;0;0;0;0;0;0
1149;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;0;0;0;0;0;0;0;0;0;0;0;0;0
1151;0;0;0;0;0;0;0;0;0;0;0;0;0
1152;0;0;0;0;0;0;0;0;0;0;0;0;0
1153;0;0;0;0;0;0;0;0;0;0;0;0;0
1154;0;0;0;0;0;0;0;0;0;0;0;0;0
1155;0;0;0;0;0;0;0;0;0;0;0;0;0
1156;0;0;0;0;0;0;0;0;0;0;0;0;0
1157;0;0;0;0;0;0;0;0;0;0;0;0;0
1158;0;0;0;0;0;0;0;0;0;0;0;0;0
1159;0;0;0;0;0;0;0;0;0;0;0;0;0
1160;0;0;0;0;0;0;0;0;0;0;0;0;0
1161;0;0;0;0;0;0;0;0;0;0;0;0;0
1162;0;0;0;0;0;0;0;0;0;0;0;0;0
1163;0;0;0;0;0;0;0;0;0;0;0;0;0
1164;0;0;0;0;0;0;0;0;0;0;0;0;0
1165;0;0;0;0;0;0;0;0;0;0;0;0;0
1166;0;0;0;0;0;0;0;0;0;0;0;0;0
1167;0;0;0;0;0;0;0;0;0;0;0;0;0
1168;0;0;0;0;0;0;0;0;0;0;0;0;0
1169;0;0;0;0;0;0;0;0;0;0;0;0;0
1170;0;0;0;0;0;0;0;0;0;0;0;0;0
1171;0;0;0;0;0;0;0;0;0;0;0;0;0
1172;0;0;0;0;0;0;0;0;0;0;0;0;0
1173;0;0;0;0;0;0;0;0;0;0;0;0;0
1174;0;0;0;0;0;0;0;0;0;0;0;0;0
1175;0;0;0;0;0;0;0;0;0;0;0;0;0
1176;0;0;0;0;0;0;0;0;0;0;0;0;0
1177;0;0;0;0;0;0;0;0;0;0;0;0;0
1178;0;0;0;0;0;0;0;0;0;0;0;0;0
1179;0;0;0;0;0;0;0;0;0;0;0;0;0
1180;0;0;0;0;0;0;0;0;0;0;0;0;0
1181;0;0;0;0;0;0;0;0;0;0;0;0;0
1182;0;0;0;0;0;0;0;0;0;0;0;0;0
1183;0;0;0;0;0;0;0;0;0;0;0;0;0
1184;0;0;0;0;0;0;0;0;0;0;0;0;0
1185;0;0;0;0;0;0;0;0;0;0;0;0;0
1186;0;0;0;0;0;0;0;0;0;0;0;0;0
1187;0;0;0;0;0;0;0;0;0;0;0;0;0
1188;0;0;0;0;0;0;0;0;0;0;0;0;0
1189;0;0;0;0;0;0;0;0;0;0;0;0;0
1190;0;0;0;0;0;0;0;0;0;0;0;0;0
1191;0;0;0;0;0;0;0;0;0;0;0;0;0
1192;0;0;0;0;0;0;0;0;0;0;0;0;0
1193;0;0;0;0;0;0;0;0;0;0;0;0;0
1194;0;0;0;0;0;0;0;0;0;0;0;0;0
1195;0;0;0;0;0;0;0;0;0;0;0;0;0
1196;0;0;0;0;0;0;0;0;0;0;0;0;0
1197;0;0;0;0;0;0;0;0;0;0;0;0;0
1198;0;0;0;0;0;0;0;0;0;0;0;0;0
1199;0;0;0;0;0;0;0;0;0;0;0;0;0
1200;0;0;0;0;0;0;0;0;0;0;0;0;0
1201;0;0;0;0;0;0;0;0;0;0;0;0;0
1202;0;0;0;0;0;0;0;0;0;0;0;0;0
1203;0;0;0;0;0;0;0;0;0;0;0;0;0
1204;0;0;0;0;0;0;0;0;0;0;0;0;0
1205;0;0;0;0;0;0;0;0;0;0;0;0;0
1206;0;0;0;0;0;0;0;0;0;0;0;0;0
1207;0;0;0;0;0;0;0;0;0;0;0;0;0
1208;0;0;0;0;0;0;0;0;0;0;0;0;0
1209;0;0;0;0;0;0;0;0;0;0;0;0;0
1210;0;0;0;0;0;0;0;0;0;0;0;0;0
1211;0;0;0;0;0;0;0;0;0;0;0;0;0
1212;0;0;0;0;0;0;0;0;0;0;0;0;0
1213;0;0;0;0;0;0;0;0;0;0;0;0;0
1214;0;0;0;0;0;0;0;0;0;0;0;0;0
1215;0;0;0;0;0;0;0;0;0;0;0;0;0
1216;0;0;0;0;0;0;0;0;0;0;0;0;0
1217;0;0;0;0;0;0;0;0;0;0;0;0;0
1218;0;0;0;0;0;0;0;0;0;0;0;0;0
1219;0;0;0;0;0;0;0;0;0;0;0;0;0
1220;0;0;0;0;0;0;0;0;0;0;0;0;0
